text,label,original_text
הודעה: Perbarui ponsel Anda sekarang! Peroleh dua kali lipat minutes & texts di Orange atau sewa setengah harga - Motorola dan SonyEricsson dengan B/Tooth GRATIS - Nokia GRATIS. Hubungi MobileUpd8 di 08000839402 atau ketik 2optout/HV9D.,spam,Perbarui ponsel Anda sekarang! Peroleh dua kali lipat minutes & texts di Orange atau sewa setengah harga - Motorola dan SonyEricsson dengan B/Tooth GRATIS - Nokia GRATIS. Hubungi MobileUpd8 di 08000839402 atau ketik 2optout/HV9D.
sexy singles are waiting for you! שלח הודעה your age followed by your gender as wither m or f e.g.23f. for gay men שלח הודעה your age followed by a g. e.g.23g.,spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
הודעה: Package detained at the terminal: http://ffnst.com/7DH727,phishing,Package detained at the terminal: http://ffnst.com/7DH727
הודעה: Your tax refund of $1257 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $1257 is ready. Claim at goo.gl/xyz
הודעה: I just cooked a rather nice salmon a la you,ham,I just cooked a rather nice salmon a la you
הודעה: Anda perlu segera mengirim uang kepada IRS sekarang di https://tinyurl.com/9015,spam,Anda perlu segera mengirim uang kepada IRS sekarang di https://tinyurl.com/9015
הודעה: Your verification code is 1679,ham,Your verification code is 1679
your entry won! claim $1597 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $1597 cash prize at goo.gl/xyz
"reminder from o2: to get 2.50 pounds חינם התקשר credit and details of great offers pls reply 2 this שלח הודעה with your valid name, house לא and postcode",spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
הודעה: This phrase does not appear to be in English. Could you provide more context or try rephrasing your message?,ham,This phrase does not appear to be in English. Could you provide more context or try rephrasing your message?
your entry won! claim $2930 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $2930 cash prize at tinyurl.com/abc
פרס winner! claim your $883 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $883 gift card at tinyurl.com/abc
"הודעה: I'm sorry, that doesn't seem to be a complete sentence. Can you provide more context or clarify what you're trying to say?",ham,"I'm sorry, that doesn't seem to be a complete sentence. Can you provide more context or clarify what you're trying to say?"
your entry won! claim $3102 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $3102 cash prize at tinyurl.com/abc
הודעה: Your tax refund of $4204 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $4204 is ready. Claim at tinyurl.com/abc
דחוף: your פרס is waiting! התקשר 1768,spam,URGENT: Your prize is waiting! Call 1768
הודעה: Beschluss von PT.Tri 3care Nr. XV/2015 Pin_Gewinner Ihre 2f5c477 haben erfolgreich 1 HONDA JAZZ RS-Auto erhalten. Weitere Informationen finden Sie auf www.situshadiah-3care.blogspot.co.id.,spam,Beschluss von PT.Tri 3care Nr. XV/2015 Pin_Gewinner Ihre 2f5c477 haben erfolgreich 1 HONDA JAZZ RS-Auto erhalten. Weitere Informationen finden Sie auf www.situshadiah-3care.blogspot.co.id.
camera - you are awarded a sipix digital camera! התקשר 09061221066 fromm landline. delivery within 28 days.,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
debt relief program: get out of debt fast! התקשר 4500,spam,Debt relief program: Get out of debt fast! Call 4500
הודעה: Anda perlu segera mengirim uang kepada IRS sekarang di https://tinyurl.com/8922,spam,Anda perlu segera mengirim uang kepada IRS sekarang di https://tinyurl.com/8922
win 1683 עכשיו! לחץ bit.ly/123 to claim!,spam,WIN 1683 NOW! Click bit.ly/123 to claim!
לא hay un significado en el texto original.,ham,No hay un significado en el texto original.
הודעה: Then. You are eldest know.,ham,Then. You are eldest know.
update_now - 12mths half price orange line rental: 400mins...התקשר mobileupd8 on 08000839402 or call2optout=j5q,spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
"looking for lucky numbers! coming out on the spin היום 20/01/2013 contact: 082-335555-454. mbah togel semarang ""100% guarantee"" raja shio (open 24 hours)",spam,"Looking for Lucky Numbers! Coming out on the spin today 20/01/2013 Contact: 082-335555-454. Mbah TOGEL semarang ""100% Guarantee"" Raja SHIO (Open 24 Hours)"
פרס winner! claim your $2307 gift card at bit.ly/123,phishing,Prize winner! Claim your $2307 gift card at bit.ly/123
חינם iphone 15! enter code 7952 at bit.ly/123,spam,FREE iPhone 15! Enter code 7952 at bit.ly/123
הודעה: Your payment of $3543 was processed,ham,Your payment of $3543 was processed
הודעה: Pemberitahuan Keamanan: Konfirmasikan informasi Apple ID Anda untuk terus menggunakan semua layanan. Kunjungi http://appleid-confirmnow.com.,phishing,Pemberitahuan Keamanan: Konfirmasikan informasi Apple ID Anda untuk terus menggunakan semua layanan. Kunjungi http://appleid-confirmnow.com.
הודעה: WHORE YOU ARE UNBELIEVABLE.,ham,WHORE YOU ARE UNBELIEVABLE.
פרס winner! claim your $2044 gift card at bit.ly/123,phishing,Prize winner! Claim your $2044 gift card at bit.ly/123
הודעה: (tbQqme3495Uq https://rebrand.ly),phishing,(tbQqme3495Uq https://rebrand.ly)
דחוף: your פרס is waiting! התקשר 3937,spam,URGENT: Your prize is waiting! Call 3937
פרס winner! claim your $2045 gift card at goo.gl/xyz,phishing,Prize winner! Claim your $2045 gift card at goo.gl/xyz
הודעה: Pemberitahuan Apple. ID Apple iCloud Anda kedaluwarsa hari ini. Masuk untuk mencegah penghapusan http://apple.id/ user-auth/online,phishing,Pemberitahuan Apple. ID Apple iCloud Anda kedaluwarsa hari ini. Masuk untuk mencegah penghapusan http://apple.id/ user-auth/online
get a חינם mobile data booster with every new phone plan at mobilenet. התקשר us at 800-555-0199 or visit www.mobilenet.com/1,phishing,Get a free mobile data booster with every new phone plan at MobileNet. Call us at 800-555-0199 or visit www.mobilenet.com/1
win 4283 עכשיו! לחץ tinyurl.com/abc to claim!,spam,WIN 4283 NOW! Click tinyurl.com/abc to claim!
הודעה: Bagus sekali. Saya seorang pria sopan dan akan memperlakukan Anda dengan martabat dan rasa hormat.,ham,Bagus sekali. Saya seorang pria sopan dan akan memperlakukan Anda dengan martabat dan rasa hormat.
debt relief program: get out of debt fast! התקשר 3390,spam,Debt relief program: Get out of debt fast! Call 3390
הודעה: Your verification code is 7307,ham,Your verification code is 7307
"הודעה: Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?"
פרס winner! claim your $2652 gift card at goo.gl/xyz,phishing,Prize winner! Claim your $2652 gift card at goo.gl/xyz
הודעה: Anda perlu segera mengirim uang ke IRS SEKARANG di https://tinyurl.com/9065,spam,Anda perlu segera mengirim uang ke IRS SEKARANG di https://tinyurl.com/9065
"הודעה: Dear Lise De Prijck, please check you email for the special Christmas promotion for some products! Yours, Suppline central@csdep. net",ham,"Dear Lise De Prijck, please check you email for the special Christmas promotion for some products! Yours, Suppline central@csdep. net"
הודעה: Anda perlu segera mengirim uang ke IRS SEKARANG di https://tinyurl.com/9051,spam,Anda perlu segera mengirim uang ke IRS SEKARANG di https://tinyurl.com/9051
"regarding the rent money, if you still want to continue, please contact mr. suyono at 082127377377, as i have fully authorized him. sorry for only sending a שלח הודעה message.",spam,"Regarding the rent money, if you still want to continue, please contact Mr. Suyono at 082127377377, as I have fully authorized him. Sorry for only sending a text message."
חינם iphone 15! enter code 1314 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 1314 at tinyurl.com/abc
"הודעה: LAYANAN SMS Untuk kredit teks Anda yang termasuk, silakan kunjungi www.comuk.net login 3qxj9 unsubscribe dengan STOP tanpa biaya tambahan bantuan 08702840625 comuk.220cm2 9AE",spam,"LAYANAN SMS Untuk kredit teks Anda yang termasuk, silakan kunjungi www.comuk.net login 3qxj9 unsubscribe dengan STOP tanpa biaya tambahan bantuan 08702840625 comuk.220cm2 9AE"
הודעה: Your tax refund of $2577 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $2577 is ready. Claim at tinyurl.com/abc
your package could not be delivered due to unpaid customs fee. pay עכשיו at www.postal-service.com/fees/19,phishing,Your package could not be delivered due to unpaid customs fee. Pay now at www.postal-service.com/fees/19
חינם iphone 15! enter code 8094 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 8094 at tinyurl.com/abc
hot summer sale! buy one get one חינם on all beachwear at trendystyles. shop עכשיו at www.trendystyles.com/sale7,spam,Hot Summer Sale! Buy one get one free on all beachwear at TrendyStyles. Shop now at www.trendystyles.com/sale7
your entry won! claim $2288 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $2288 cash prize at tinyurl.com/abc
פרס winner! claim your $2360 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $2360 gift card at tinyurl.com/abc
your חשבון balance is $3600,ham,Your account balance is $3600
your entry won! claim $4585 cash פרס at bit.ly/123,spam,Your entry won! Claim $4585 cash prize at bit.ly/123
הודעה: Kode keamanan Discord Anda adalah: 805778 \,ham,Kode keamanan Discord Anda adalah: 805778 \
your חשבון balance is $2846,ham,Your account balance is $2846
חינם iphone 15! enter code 6504 at bit.ly/123,spam,FREE iPhone 15! Enter code 6504 at bit.ly/123
הודעה: Your order #8223 has been shipped.,ham,Your order #8223 has been shipped.
you need to send money the irs עכשיו at https://tinyurl.com/8928,spam,You need to send money the IRS NOW at https://tinyurl.com/8928
"הודעה: Could you provide more context or rephrase your question? As it is, the sentence is unclear.",ham,"Could you provide more context or rephrase your question? As it is, the sentence is unclear."
פרס winner! claim your $706 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $706 gift card at tinyurl.com/abc
your entry won! claim $3875 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $3875 cash prize at tinyurl.com/abc
הודעה: Package held at the terminal: http://ffnst.com/7DH929,phishing,Package held at the terminal: http://ffnst.com/7DH929
"הודעה: Anda telah terpilih secara khusus untuk menerima ""3000 hadiah! Hubungi 08712402050 SEBELUM garis ditutup. Biaya 10ppm. 16+. Berlaku ketentuan & syarat. AG Promo",spam,"Anda telah terpilih secara khusus untuk menerima ""3000 hadiah! Hubungi 08712402050 SEBELUM garis ditutup. Biaya 10ppm. 16+. Berlaku ketentuan & syarat. AG Promo"
win 1416 עכשיו! לחץ goo.gl/xyz to claim!,spam,WIN 1416 NOW! Click goo.gl/xyz to claim!
your entry won! claim $1757 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $1757 cash prize at tinyurl.com/abc
win 2170 עכשיו! לחץ tinyurl.com/abc to claim!,spam,WIN 2170 NOW! Click tinyurl.com/abc to claim!
הודעה: Verstanden. Bitte beantworten Sie diese SMS nicht.,ham,Verstanden. Bitte beantworten Sie diese SMS nicht.
הודעה: Your order #6003 has been shipped.,ham,Your order #6003 has been shipped.
debt relief program: get out of debt fast! התקשר 4460,spam,Debt relief program: Get out of debt fast! Call 4460
חינם iphone 15! enter code 1871 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 1871 at goo.gl/xyz
חינם iphone 15! enter code 8253 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 8253 at tinyurl.com/abc
you need to send money the irs עכשיו at https://tinyurl.com/8911,spam,You need to send money the IRS NOW at https://tinyurl.com/8911
חינם iphone 15! enter code 1333 at bit.ly/123,spam,FREE iPhone 15! Enter code 1333 at bit.ly/123
הודעה: Have you always been saying welp?,ham,Have you always been saying welp?
your entry won! claim $3890 cash פרס at bit.ly/123,spam,Your entry won! Claim $3890 cash prize at bit.ly/123
win 3618 עכשיו! לחץ tinyurl.com/abc to claim!,spam,WIN 3618 NOW! Click tinyurl.com/abc to claim!
חינם iphone 15! enter code 5743 at bit.ly/123,spam,FREE iPhone 15! Enter code 5743 at bit.ly/123
הודעה: But really quite funny lor wat... Then u shd haf run shorter distance wat...,ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...
הודעה: Your order #6182 has been shipped.,ham,Your order #6182 has been shipped.
"הודעה: chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
דחוף: your פרס is waiting! התקשר 3693,spam,URGENT: Your prize is waiting! Call 3693
פרס winner! claim your $3526 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $3526 gift card at tinyurl.com/abc
הודעה: on hen night. Going with a swing,ham,on hen night. Going with a swing
דחוף: your פרס is waiting! התקשר 8582,spam,URGENT: Your prize is waiting! Call 8582
private! your 2003 חשבון statement for 07808 xxxxxx shows 800 un-redeemed s. i. m. points. התקשר 08719899217 identifier code: 41685 expires 07/11/04,spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
hot summer sale! buy one get one חינם on all beachwear at trendystyles. shop עכשיו at www.trendystyles.com/sale35,spam,Hot Summer Sale! Buy one get one free on all beachwear at TrendyStyles. Shop now at www.trendystyles.com/sale35
הודעה: Your order #6383 has been shipped.,ham,Your order #6383 has been shipped.
פרס winner! claim your $4920 gift card at bit.ly/123,phishing,Prize winner! Claim your $4920 gift card at bit.ly/123
התקשר 6454 for customer support,ham,Call 6454 for customer support
התקשר 8846 for customer support,ham,Call 8846 for customer support
פרס winner! claim your $3176 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $3176 gift card at tinyurl.com/abc
הודעה: Package held at the terminal: http://ffnst.com/7DH177,phishing,Package held at the terminal: http://ffnst.com/7DH177
הודעה: Your tax refund of $2745 is ready. Claim at bit.ly/123,phishing,Your tax refund of $2745 is ready. Claim at bit.ly/123
חינם iphone 15! enter code 5451 at bit.ly/123,spam,FREE iPhone 15! Enter code 5451 at bit.ly/123
win 2865 עכשיו! לחץ bit.ly/123 to claim!,spam,WIN 2865 NOW! Click bit.ly/123 to claim!
הודעה: Your tax refund of $3275 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $3275 is ready. Claim at goo.gl/xyz
חינם iphone 15! enter code 7367 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 7367 at tinyurl.com/abc
דחוף: your פרס is waiting! התקשר 4384,spam,URGENT: Your prize is waiting! Call 4384
win 1917 עכשיו! לחץ bit.ly/123 to claim!,spam,WIN 1917 NOW! Click bit.ly/123 to claim!
פרס winner! claim your $884 gift card at bit.ly/123,phishing,Prize winner! Claim your $884 gift card at bit.ly/123
הודעה: Your tax refund of $3342 is ready. Claim at bit.ly/123,phishing,Your tax refund of $3342 is ready. Claim at bit.ly/123
הודעה: Saya juga baik:) Kapan Anda akan menyelesaikan kursusnya?,ham,Saya juga baik:) Kapan Anda akan menyelesaikan kursusnya?
your חשבון balance is $1788,ham,Your account balance is $1788
הודעה: Anda perlu segera mengirim uang ke IRS SEKARANG di https://tinyurl.com/8927,spam,Anda perlu segera mengirim uang ke IRS SEKARANG di https://tinyurl.com/8927
